key,date,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
ID_NT,2020-05-16,,,,-34,-17,-20,-59,-9,11
ID_PA,2020-05-16,,,,-39,-20,-39,-52,-11,12
ID_PB,2020-05-16,,,,-30,-13,-37,-64,-13,14
ID_RI,2020-05-16,,,,-28,-11,-21,-56,-15,12
ID_SA,2020-05-16,,,,-42,-19,-32,-59,-8,13
ID_SB,2020-05-16,,,,-37,-11,-50,-54,-28,16
ID_SG,2020-05-16,,,,-29,-6,-30,-60,-14,13
ID_SN,2020-05-16,,,,-41,-13,-35,-66,-22,14
ID_SR,2020-05-16,,,,-23,-4,-59,-52,1,13
ID_SS,2020-05-16,,,,-34,-14,-27,-47,-19,13
ID_ST,2020-05-16,,,,-24,-1,-16,-56,-6,11
ID_SU,2020-05-16,,,,-30,-13,-40,-49,-25,14
IE,2020-05-24,-46.18,-74.63,-53.67,-74,-11,-64,-49,-40,17
IL,2020-05-24,-9.69,,-28.44,-54,-15,1,-26,-13,6
IN,2020-05-24,-63.35,,-60.47,-77,-25,-59,-52,-41,22
IN_AN,2020-05-16,,,,-83,-79,-70,-68,-28,24
IN_AP,2020-05-16,,,,-78,-25,-59,-47,-35,23
IN_AR,2020-05-16,,,,-62,-8,-11,-44,-4,10
IN_AS,2020-05-16,,,,-74,-25,-24,-50,-21,16
IN_BR,2020-05-16,,,,-70,3,-8,-44,-20,11
IN_CH,2020-05-16,,,,-85,-63,-97,-69,-53,26
IN_CT,2020-05-16,,,,-79,-35,-58,-67,-39,20
IN_DD,2020-05-16,,,,-77,-34,-81,-40,-20,21
IN_DL,2020-05-16,,,,-82,-52,-94,-72,-64,27
IN_DN,2020-05-16,,,,-57,24,-58,-49,-18,18
IN_GA,2020-05-16,,,,-71,-32,-73,-39,-29,14
IN_GJ,2020-05-16,,,,-84,-45,-68,-55,-53,30
IN_HP,2020-05-16,,,,-64,-13,-37,-21,-13,10
IN_HR,2020-05-16,,,,-72,-22,-87,-57,-41,21
IN_JH,2020-05-16,,,,-76,-32,-44,-53,-30,18
IN_JK,2020-05-16,,,,26,175,296,258,127,17
IN_KA,2020-05-16,,,,-70,-16,-71,-41,-33,18
IN_KL,2020-05-16,,,,-72,8,-12,-32,-24,19
IN_LD,2020-05-16,,,,,,29,,-9,
IN_MH,2020-05-16,,,,-83,-41,-73,-66,-59,29
IN_ML,2020-05-16,,,,-69,-42,-19,-24,-14,16
IN_MN,2020-05-16,,,,-75,-17,-13,-22,-24,11
IN_MP,2020-05-16,,,,-77,-29,-67,-51,-42,22
IN_MZ,2020-05-16,,,,-74,-11,-14,15,-13,5
IN_NL,2020-05-16,,,,-68,-38,-61,-47,-8,11
IN_OR,2020-05-16,,,,-72,-21,-32,-47,-23,14
IN_PB,2020-05-16,,,,-70,-15,-73,-53,-34,16
IN_PY,2020-05-16,,,,-71,-18,-80,-39,-21,23
IN_RJ,2020-05-16,,,,-74,-14,-73,-50,-37,18
IN_SK,2020-05-16,,,,-61,-26,-41,-52,-11,10
IN_TG,2020-05-16,,,,-83,-32,-69,-55,-47,24
IN_TN,2020-05-16,,,,-73,-15,-44,-40,-35,21
IN_TR,2020-05-16,,,,-70,-13,-9,-40,-11,12
IN_UP,2020-05-16,,,,-74,-15,-50,-56,-37,18
IN_UT,2020-05-16,,,,-66,-14,-53,-45,-27,17
IN_WB,2020-05-16,,,,-82,-29,-51,-62,-42,21
IQ,2020-05-16,,,,-29,-6,-17,-24,-12,13
IS,2020-05-24,-26.23,,-70.43,,,,,,
IT,2020-05-24,-26.41,-68.29,-51.96,-61,-26,-37,-53,-34,15
IT_21,2020-05-24,-21.83,,,-66,-33,-53,-57,-32,17
IT_23,2020-05-24,-59.98,,,-79,-41,-69,-61,-41,16
IT_25,2020-05-24,-25.38,,,-65,-34,-30,-58,-37,17
IT_34,2020-05-24,-18.58,,,-61,-20,-41,-59,-34,15
IT_36,2020-05-24,-6.91,,,-60,-17,-18,-41,-32,15
IT_42,2020-05-24,-21.8,,,-62,-27,-50,-52,-28,15
IT_45,2020-05-24,-28.7,,,-61,-23,-38,-54,-36,16
IT_52,2020-05-24,-33.18,,,-63,-29,-30,-49,-35,16
IT_55,2020-05-24,-29.9,,,-63,-26,-47,-46,-33,16
IT_57,2020-05-24,-28.07,,,-61,-24,-40,-44,-38,18
IT_62,2020-05-24,-37.64,,,-61,-23,-36,-57,-30,14
IT_65,2020-05-24,-34.41,,,-59,-21,-22,-56,-35,15
IT_67,2020-05-24,-48.59,,,-58,-26,-32,-44,-35,15
IT_72,2020-05-24,-16.27,,,-58,-19,-35,-49,-31,13
IT_75,2020-05-24,-14.9,,,-54,-21,-22,-57,-34,13
IT_77,2020-05-24,-35.15,,,-55,-19,-31,-51,-36,14
IT_78,2020-05-24,-24.93,,,-58,-24,-33,-57,-35,13
IT_82,2020-05-24,-28.06,,,-57,-19,-32,-53,-32,11
IT_88,2020-05-24,-12.33,,,-62,-24,-38,-49,-35,13
IT_TN,2020-05-24,-38.9,,,-56,-24,-47,-47,-30,11
JM,2020-05-16,,,,-38,-23,-42,-33,-23,15
JO,2020-05-16,,,,-33,-9,-32,-80,-28,10
JP,2020-05-24,-18.42,-21.57,-30.06,-40,-12,-52,-55,-23,14
JP_01,2020-05-24,-20.5,,,-30,-2,-2,-49,-16,9
JP_02,2020-05-24,-1.59,,,-16,-1,10,-30,-8,5
JP_03,2020-05-24,-13.39,,,-17,1,23,-34,-10,6
JP_04,2020-05-24,-9.98,,,-27,-2,2,-49,-16,10
JP_05,2020-05-24,-12.58,,,-11,2,60,-28,-8,5
JP_06,2020-05-24,-11.11,,,-18,0,22,-37,-13,7
JP_07,2020-05-24,-19.61,,,-24,-4,-14,-45,-15,10
JP_08,2020-05-24,-15,,,-29,-10,-48,-59,-18,13
JP_09,2020-05-24,-18.69,,,-29,-8,-45,-56,-16,12
JP_10,2020-05-24,-19.25,,,-28,-8,-38,-58,-17,12
JP_11,2020-05-24,-17.59,,,-41,-15,-53,-59,-27,16
JP_12,2020-05-24,-17.75,,,-47,-19,-54,-59,-27,16
JP_13,2020-05-24,-26.19,,,-64,-26,-65,-62,-37,19
JP_14,2020-05-24,-17.6,,,-51,-21,-64,-59,-32,18
JP_15,2020-05-24,-10.45,,,-20,-1,-6,-51,-12,8
JP_16,2020-05-24,-13.37,,,-31,-2,-35,-54,-16,11
JP_17,2020-05-24,-22.05,,,-32,-5,-44,-61,-21,13
JP_18,2020-05-24,-12.97,,,-30,-5,-48,-52,-17,12
JP_19,2020-05-24,-32.12,,,-32,-10,-67,-69,-21,13
JP_20,2020-05-24,-27.56,,,-31,-7,-49,-63,-16,12
JP_21,2020-05-24,-18.14,,,-37,-12,-68,-62,-21,14
JP_22,2020-05-24,-18.11,,,-35,-12,-71,-65,-23,14
JP_23,2020-05-24,-10.95,,,-37,-15,-64,-62,-24,15
JP_24,2020-05-24,-18.86,,,-30,-14,-70,-62,-20,14
JP_25,2020-05-24,-18.08,,,-36,-11,-68,-65,-24,14
JP_26,2020-05-24,-30.66,,,-48,-17,-68,-66,-29,15
JP_27,2020-05-24,-16.51,,,-50,-18,-66,-59,-28,15
JP_28,2020-05-24,-16.56,,,-43,-11,-60,-58,-26,15
JP_29,2020-05-24,-12.97,,,-32,-11,-67,-57,-24,13
JP_30,2020-05-24,-15.23,,,-30,-10,-61,-58,-18,12
JP_31,2020-05-24,-18.53,,,-22,1,-43,-49,-13,10
JP_32,2020-05-24,-26.95,,,-28,-3,-52,-49,-13,11
JP_33,2020-05-24,-13.6,,,-26,-5,-44,-56,-17,12
JP_34,2020-05-24,-16.62,,,-35,-7,-43,-55,-20,13
JP_35,2020-05-24,-15.14,,,-24,-5,-45,-49,-15,11
JP_36,2020-05-24,-19.42,,,-27,-5,-50,-55,-14,11
JP_37,2020-05-24,-25.04,,,-29,-6,-56,-58,-16,12
JP_38,2020-05-24,-27.02,,,-31,-6,-52,-55,-15,12
JP_39,2020-05-24,-20.1,,,-29,-11,-49,-50,-15,12
JP_40,2020-05-24,-14.98,,,-33,-5,-39,-59,-22,13
JP_41,2020-05-24,-18.95,,,-24,-5,-50,-46,-13,12
JP_42,2020-05-24,-13.6,,,-24,-4,-42,-49,-13,10
JP_43,2020-05-24,-14.07,,,-29,-6,-51,-51,-17,13
JP_44,2020-05-24,-23.97,,,-27,-8,-56,-50,-16,12
JP_45,2020-05-24,-19.69,,,-27,-6,-59,-50,-13,12
JP_46,2020-05-24,-17.89,,,-26,-7,-52,-55,-13,11
JP_47,2020-05-24,-26.78,,,-33,-9,-49,-59,-19,13
KE,2020-05-16,,,,-37,-25,-22,-31,-13,18
KG,2020-05-16,,,,-46,-32,-18,-43,-28,7
KH,2020-05-24,-55.37,,-31.58,-25,-16,-11,-43,-20,8
KR,2020-05-16,,,,-8,12,26,-8,-4,4
KW,2020-05-16,,,,-87,-75,-77,-78,-74,36
KZ,2020-05-16,,,,-30,-9,8,-8,-19,4
LA,2020-05-16,,,,-28,-13,-13,-45,1,5
LB,2020-05-16,,,,-63,-34,-29,-71,-42,14
LI,2020-05-16,,,,-46,-18,,-9,-23,
LK,2020-05-16,,,,-54,-32,-40,-47,-24,20
LT,2020-05-24,-10.02,,-20.7,-37,7,31,-29,-7,3
LU,2020-05-24,-38.48,-66.36,-37.66,-53,-20,43,-35,-20,10
LV,2020-05-24,-2.61,,-45.27,-24,-3,-8,-28,-10,4
LY,2020-05-16,,,,-16,13,6,-23,-8,6
MA,2020-05-24,-84.93,,-83.44,,,,,,
MD,2020-05-16,,,,-31,-15,2,-40,-15,4
MK,2020-05-16,,,,-41,-4,22,-42,-23,7
ML,2020-05-16,,,,-14,-15,-8,-35,6,10
MM,2020-05-16,,,,-44,-28,-18,-37,-10,14
MN,2020-05-16,,,,-1,18,-4,1,11,3
MT,2020-05-16,,,,-54,-12,1,-31,-30,13
MU,2020-05-16,,,,-67,-54,-74,-71,-27,21
MX,2020-05-24,-50.73,-74.38,-60.62,-55,-16,-49,-53,-26,16
MX_AGU,2020-05-24,-46.22,,,-49,-6,-27,-66,-21,13
MX_BCN,2020-05-24,-30.18,,,-53,-12,-41,-58,-28,17
MX_BCS,2020-05-24,-63.73,,,-64,-23,-60,-74,-41,21
MX_CAM,2020-05-24,-38.08,,,-60,-19,-56,-54,-25,17
MX_CHH,2020-05-24,-27.68,,,-56,-15,-43,-55,-25,16
MX_CHP,2020-05-24,-51.7,,,-53,-16,-42,-52,-19,13
MX_CMX,2020-05-16,,,,-66,-28,-64,-58,-37,21
MX_COA,2020-05-24,-6.13,,,-48,-6,-44,-43,-23,13
MX_COL,2020-05-24,-40.92,,,-50,-11,-34,-58,-17,13
MX_DUR,2020-05-24,-26.53,,,-45,-12,-40,-51,-16,12
MX_GRO,2020-05-24,-53.45,,,-61,-25,-59,-57,-25,16
MX_GUA,2020-05-24,-42.02,,,-51,-6,-46,-43,-20,14
MX_HID,2020-05-24,-53.27,,,-53,-20,-44,-54,-17,17
MX_JAL,2020-05-24,-55.61,,,-46,-5,-38,-49,-19,12
MX_MEX,2020-05-24,-56.92,,,-50,-11,-38,-49,-25,17
MX_MIC,2020-05-24,-43.01,,,-46,-9,-31,-44,-12,12
MX_MOR,2020-05-24,-45.72,,,-57,-20,-55,-53,-23,18
MX_NAY,2020-05-24,-55.45,,,-59,-24,-56,-47,-24,17
MX_NLE,2020-05-24,-43.94,,,-50,-7,-46,-52,-28,14
MX_OAX,2020-05-24,-58.92,,,-53,-20,-51,-50,-18,13
MX_PUE,2020-05-24,-56.78,,,-56,-16,-47,-39,-23,16
MX_QUE,2020-05-24,-52.87,,,-58,-16,-54,-37,-26,17
MX_ROO,2020-05-24,-78.62,,,-70,-33,-72,-86,-51,26
MX_SIN,2020-05-24,-39.12,,,-59,-20,-52,-62,-29,18
MX_SLP,2020-05-24,-34.71,,,-49,-10,-52,-53,-22,13
MX_SON,2020-05-24,-33.88,,,-53,-16,-48,-53,-24,15
MX_TAB,2020-05-24,-56.26,,,-67,-36,-56,-66,-36,20
MX_TAM,2020-05-24,-7.03,,,-47,-8,-44,-51,-21,13
MX_TLA,2020-05-24,-24.03,,,-38,-7,-31,-40,-13,13
MX_VER,2020-05-24,-40.85,,,-51,-10,-43,-50,-20,13
MX_YUC,2020-05-24,-67.23,,,-70,-34,-64,-76,-38,24
MX_ZAC,2020-05-24,-31.89,,,-54,-20,-51,-53,-16,14
MY,2020-05-24,-31.24,,-58.57,-59,-18,-56,-57,-23,21
MZ,2020-05-16,,,,-18,-2,-27,-20,6,9
"NA",2020-05-16,,,,-22,-7,-18,-48,-2,10
NE,2020-05-16,,,,-16,-5,-17,-30,4,9
NG,2020-05-16,,,,-38,-27,-41,-33,-8,15
NI,2020-05-16,,,,-37,-12,-29,-37,-19,13
NL,2020-05-24,-23.99,-67.86,-39.78,-36,-5,39,-46,-6,8
NL_DR,2020-05-24,13.77,,,-28,-3,58,-25,0,7
NL_FL,2020-05-24,-2.14,,,-28,-5,67,-33,-5,8
NL_FR,2020-05-24,18.48,,,-30,-3,122,-14,0,7
NL_GE,2020-05-24,-19.61,,,-32,-2,55,-35,-3,8
NL_GR,2020-05-24,-5.66,,,-37,-6,55,-38,-6,8
NL_LI,2020-05-24,-6.02,,,-39,-6,29,-32,-6,7
NL_NB,2020-05-24,-26.04,,,-37,-4,47,-46,-4,8
NL_NH,2020-05-24,-37.9,,,-43,-9,9,-63,-13,9
NL_OV,2020-05-24,-7.96,,,-32,-3,77,-46,-3,8
NL_UT,2020-05-16,,,,-36,-6,22,-53,-5,9
NL_ZE,2020-05-24,43.16,,,-34,-1,44,-20,-3,8
NL_ZH,2020-05-24,-28.21,,,-35,-5,36,-42,-7,8
NO,2020-05-24,43.12,-30.58,-19.2,-15,16,21,-30,-10,4
NO_03,2020-05-16,,,,-32,14,14,-42,-18,6
NO_11,2020-05-24,32.69,,,-16,7,20,-33,-8,5
NO_15,2020-05-24,102.54,,,-14,12,-8,-26,-10,6
NO_18,2020-05-24,56.46,,,-4,14,60,-28,-6,1
NO_30,2020-05-24,35.73,,,-1,25,61,-30,-8,4
NO_34,2020-05-24,79.22,,,-10,11,8,-53,-8,4
NO_38,2020-05-24,106.7,,,-3,24,40,-17,-7,4
NO_42,2020-05-24,144.08,,,-6,23,26,-5,-5,4
NO_46,2020-05-24,48.61,,,-18,10,-27,-19,-12,6
NO_50,2020-05-24,35.87,,,-18,15,-8,-37,-11,5
NO_54,2020-05-24,16.26,,,-22,14,37,-34,-11,0
NP,2020-05-16,,,,-73,-60,-49,-65,-40,19
NZ,2020-05-24,-29.58,-57.66,-51.12,-31,-8,-35,-32,-12,8
OM,2020-05-16,,,,-55,-42,-50,-66,-29,19
PA,2020-05-16,,,,-76,-50,-70,-72,-62,34
PE,2020-05-16,,,,-82,-49,-61,-71,-57,30
PE_AMA,2020-05-16,,,,-86,-81,-42,-74,-26,
PE_ANC,2020-05-16,,,,-84,-52,-52,-82,-50,27
PE_APU,2020-05-16,,,,-81,-51,-50,-67,-33,9
PE_ARE,2020-05-16,,,,-84,-57,-51,-68,-55,31
PE_AYA,2020-05-16,,,,-83,-43,-56,-89,-41,27
PE_CAJ,2020-05-16,,,,-78,-47,-53,-74,-39,24
PE_CAL,2020-05-16,,,,-74,-40,-55,-85,-61,30
PE_CUS,2020-05-16,,,,-89,-69,-65,-77,-51,32
PE_HUC,2020-05-16,,,,-81,-53,-58,-82,-42,25
PE_HUV,2020-05-16,,,,-78,,-40,-68,-22,
PE_ICA,2020-05-16,,,,-80,-47,-64,-83,-46,28
PE_JUN,2020-05-16,,,,-84,-54,-50,-76,-46,29
PE_LAL,2020-05-16,,,,-83,-46,-58,-73,-52,29
PE_LAM,2020-05-16,,,,-87,-65,-62,-83,-60,31
PE_LIM,2020-05-16,,,,-82,-47,-68,-67,-63,32
PE_LOR,2020-05-16,,,,-88,-66,-69,-81,-54,31
PE_MDD,2020-05-16,,,,-81,-41,-62,-62,-29,0
PE_MOQ,2020-05-16,,,,-71,-54,-65,-87,-44,36
PE_PAS,2020-05-16,,,,-70,-53,-41,-79,-30,
PE_PIU,2020-05-16,,,,-83,-61,-59,-81,-55,29
PE_PUN,2020-05-16,,,,-73,-43,-45,-73,-37,26
PE_SAM,2020-05-16,,,,-85,-42,-48,-78,-42,24
PE_TAC,2020-05-16,,,,-79,-46,-64,-79,-50,29
PE_TUM,2020-05-16,,,,-76,-37,-65,-72,-45,10
PE_UCA,2020-05-16,,,,-78,-50,-53,-87,-51,28
PG,2020-05-16,,,,-3,21,-8,-23,22,2
PH,2020-05-24,-70.27,-76.52,-68.69,-75,-38,-58,-72,-49,26
PK,2020-05-16,,,,-53,-35,-28,-44,-30,16
PL,2020-05-24,-13.33,,-45.29,-35,-11,37,-36,-8,4
PL_02,2020-05-24,-6.1,,,,,,,,
PL_04,2020-05-24,4.79,,,-29,-10,48,-38,-8,4
PL_06,2020-05-24,1.1,,,-29,-9,40,-28,-1,2
PL_08,2020-05-24,11.09,,,-24,-11,77,-32,-6,3
PL_10,2020-05-24,-10.37,,,-27,-6,46,-33,-4,4
PL_12,2020-05-24,-39.41,,,-43,-16,-4,-46,-11,5
PL_14,2020-05-24,-24.26,,,-41,-16,3,-46,-9,4
PL_16,2020-05-24,16.42,,,-28,-6,101,-28,-4,3
PL_18,2020-05-24,3.21,,,-31,-5,59,-28,-1,3
PL_20,2020-05-16,,,,-35,-7,64,-29,-4,3
PL_22,2020-05-24,-3.57,,,-32,-11,17,-40,-9,6
PL_24,2020-05-24,-22.72,,,-33,-10,100,-22,-7,5
PL_26,2020-05-24,35.39,,,-31,0,46,-21,-5,3
PL_28,2020-05-24,44.04,,,-28,-5,67,-22,-4,4
PL_30,2020-05-24,-11.48,,,-30,-11,54,-39,-11,5
PL_32,2020-05-24,16.95,,,-34,-12,38,-27,-5,3
PR,2020-05-16,,,,-50,-21,-46,-69,-33,16
PT,2020-05-24,-25.15,,-68.79,-57,-21,-10,-52,-26,14
PT_20,2020-05-16,,,,-57,-23,-22,-73,-22,11
PT_30,2020-05-16,,,,-63,-33,-45,-46,-35,17
PY,2020-05-16,,,,-51,-33,-54,-63,-25,21
QA,2020-05-16,,,,-57,-27,-44,-54,-34,23
RE,2020-05-16,,,,-67,-63,-68,-77,-29,
RO,2020-05-24,-32.65,,-52.18,-38,-9,13,-27,-10,1
RS,2020-05-24,-36.44,,-53.48,-18,-11,21,-21,-18,0
RU,2020-05-24,-15.22,,-30.97,,,,,,
RW,2020-05-16,,,,-33,-21,-10,-37,-7,10
SA,2020-05-24,-65.28,,-49.96,-56,-29,-64,-77,-31,21
SE,2020-05-24,29.53,-28.14,-19.15,-19,-3,56,-26,-7,4
SE_110,2020-05-24,18.32,,,-24,-7,42,-33,-10,5
SE_121,2020-05-24,37.85,,,-18,-2,80,-32,-3,5
SE_122,2020-05-24,72.12,,,-6,0,22,-26,-5,4
SE_123,2020-05-24,76.5,,,-15,1,107,-26,-5,4
SE_124,2020-05-24,42.96,,,-16,-4,-13,-20,-4,3
SE_125,2020-05-24,42.98,,,-13,-1,-20,-24,-3,4
SE_211,2020-05-24,38.9,,,-17,0,70,-19,-9,5
SE_212,2020-05-24,46.92,,,-18,-1,-51,-25,-11,8
SE_213,2020-05-24,74.28,,,-5,2,67,-20,-5,5
SE_214,2020-05-16,,,,-1,-4,,-27,5,4
SE_221,2020-05-24,53.5,,,-7,1,26,-14,-7,8
SE_224,2020-05-16,,,,-16,-2,17,-34,-7,6
SE_231,2020-05-24,43.74,,,-4,4,109,-16,-2,5
SE_232,2020-05-24,19.01,,,-22,-4,99,-26,-7,5
SE_311,2020-05-24,37.02,,,-29,-13,28,-9,0,3
SE_312,2020-05-24,24.92,,,-33,-10,57,-14,-12,3
SE_313,2020-05-24,64.57,,,-17,-3,64,-16,-5,3
SE_321,2020-05-24,58.09,,,-20,1,3,-11,-8,2
SE_331,2020-05-24,32.8,,,-19,-5,81,-29,-11,2
SE_332,2020-05-24,25.83,,,-18,-3,52,-14,-9,1
SG,2020-05-24,-61.22,-84.94,-67.05,-62,-16,-65,-62,-48,31
SI,2020-05-24,-11.43,,-16.38,-26,-4,12,-18,-10,4
SK,2020-05-24,-9.16,-37.3,-32.42,-39,4,57,-31,0,3
SN,2020-05-16,,,,-41,-24,-31,-47,-13,15
SV,2020-05-16,,,,-81,-64,-72,-75,-58,30
TG,2020-05-16,,,,-25,-14,-6,-28,2,14
TH,2020-05-24,-28.17,,-60.68,-37,-2,-43,-46,-12,12
TJ,2020-05-16,,,,-47,-38,-35,-48,-34,16
TR,2020-05-24,-78,,-82.78,-79,-60,-61,-82,-56,25
TT,2020-05-16,,,,-49,-20,-40,-68,-30,16
TW,2020-05-24,1.41,-35.49,-11.15,-12,1,-14,-25,1,4
TZ,2020-05-16,,,,-28,-9,-16,-21,-10,8
UA,2020-05-24,11.77,,-21.23,,,,,,
UG,2020-05-16,,,,-62,-47,-30,-69,-33,25
US,2020-05-24,-4.21,-68.62,-14.65,-30,-3,32,-34,-24,9
US_AK,2020-05-24,26.96,,,-7,13,164,-23,-16,2
US_AK_02020,2020-05-24,2.55,,,-15,9,160,-29,-23,3
US_AK_02050,2020-05-15,,,,,-23,,,-15,
US_AK_02090,2020-05-24,38.33,,,-4,10,,-59,-13,2
US_AK_02110,2020-05-24,6.79,,,-17,-24,-34,-29,-24,-1
US_AK_02122,2020-05-24,182.27,,,19,38,,,-7,4
US_AK_02130,2020-05-15,,,,-32,-38,,,-22,
US_AK_02150,2020-05-15,,,,-50,,,,-14,
US_AK_02170,2020-05-24,72.37,,,13,21,,,-12,0
US_AK_02185,2020-05-16,,,,,,-48,,-9,
US_AK_02220,2020-05-15,,,,-59,,,,-18,
US_AK_02240,2020-04-23,,,,,,,,-35,
US_AK_02261,2020-05-15,,,,,-12,,,-12,
US_AL,2020-05-24,24.74,,,-15,8,71,-4,-14,4
US_AL_01001,2020-05-24,64.93,,,-3,13,-65,,-13,11
US_AL_01003,2020-05-24,208.52,,,-2,22,86,5,-11,3
US_AL_01005,2020-05-24,146.79,,,6,-2,,,-18,
US_AL_01007,2020-05-24,43.82,,,-42,7,,,-8,
US_AL_01009,2020-05-24,23.93,,,4,19,,,-11,10
US_AL_01011,2020-05-15,,,,-22,-27,,,-29,
US_AL_01013,2020-05-24,205,,,-12,4,,-28,-18,
US_AL_01015,2020-05-24,3.77,,,-11,0,-55,,-18,3
US_AL_01017,2020-05-24,78.89,,,-7,9,,-10,-16,12
US_AL_01019,2020-05-24,292.65,,,16,20,,,-5,
US_AL_01021,2020-05-24,99.26,,,6,30,-23,21,-7,9
US_AL_01023,2020-05-15,,,,-13,-19,,,-19,
US_AL_01025,2020-05-24,9.33,,,0,5,,,-3,
US_AL_01027,2020-05-15,,,,-43,-20,,,-17,
US_AL_01029,2020-05-24,28.82,,,-35,-13,,-4,-20,
US_AL_01031,2020-05-24,62,,,-5,24,,,-5,10
US_AL_01033,2020-05-24,41.55,,,-1,26,-28,13,-10,9
US_AL_01035,2020-05-24,141.67,,,-65,-10,,5,-23,
US_AL_01037,2020-05-15,,,,,,,,-23,
US_AL_01039,2020-05-24,103.77,,,-4,13,,,-6,6
US_AL_01041,2020-05-16,,,,-58,-10,,,-23,
US_AL_01043,2020-05-24,56.02,,,-10,19,10,17,-11,2
US_AL_01045,2020-05-24,8.68,,,-11,3,,-22,-12,8
US_AL_01047,2020-05-24,10.39,,,-8,0,,,-9,5
US_AL_01049,2020-05-24,66.48,,,14,18,17,-43,-1,8
US_AL_01051,2020-05-24,97.73,,,-10,7,27,,-14,4
US_AL_01053,2020-05-24,46.42,,,-15,4,,,-21,5
US_AL_01055,2020-05-24,30.09,,,-10,9,26,-6,-14,2
US_AL_01057,2020-05-15,,,,-39,,,,-18,
US_AL_01059,2020-05-24,35.87,,,-8,3,,,-6,5
US_AL_01061,2020-05-24,57.04,,,-42,10,,,-16,-2
US_AL_01063,2020-05-24,46.51,,,11,-29,,-21,-25,
US_AL_01065,2020-05-16,,,,-41,-36,,,-18,
US_AL_01067,2020-05-16,,,,-49,-19,,,-14,
US_AL_01069,2020-05-24,22.38,,,-20,1,12,-9,-15,4
US_AL_01071,2020-05-24,44.35,,,1,16,-33,,-6,8
US_AL_01073,2020-05-24,-14.67,,,-27,1,47,-20,-19,5
US_AL_01075,2020-05-15,,,,-32,0,,,-23,
US_AL_01077,2020-05-24,31.32,,,-12,10,-27,,-14,2
US_AL_01079,2020-05-24,69.65,,,1,9,,,-7,7
US_AL_01081,2020-05-24,-10,,,-22,5,-9,,-18,5
US_AL_01083,2020-05-24,20.53,,,-2,15,58,,-8,3
US_AL_01085,2020-05-24,145.45,,,,,,3,-33,
US_AL_01087,2020-05-24,38.52,,,-46,-5,,-36,-29,
US_AL_01089,2020-05-24,-1.96,,,-24,0,128,-29,-16,5
US_AL_01091,2020-05-24,10.57,,,-8,-1,,,0,
US_AL_01093,2020-05-24,34.73,,,4,3,,,-18,
US_AL_01095,2020-05-24,49.75,,,4,19,52,,-12,2
US_AL_01097,2020-05-24,19.69,,,-12,4,10,-6,-13,5
US_AL_01099,2020-05-24,-6.54,,,-52,18,,,-10,
US_AL_01101,2020-05-24,17.7,,,-23,0,8,25,-18,6
US_AL_01103,2020-05-24,27.22,,,-10,10,115,-4,-12,3
US_AL_01105,2020-05-15,,,,-58,-16,,,-37,
US_AL_01107,2020-05-24,-6.23,,,-36,9,,,-23,
US_AL_01109,2020-05-24,23.3,,,-14,-8,,,-15,0
US_AL_01111,2020-05-24,128.97,,,-45,-7,,,-12,
US_AL_01113,2020-05-24,72.66,,,1,28,,,-15,5
US_AL_01115,2020-05-24,43.15,,,-1,11,-30,0,-16,3
US_AL_01117,2020-05-24,0.39,,,-17,1,118,,-14,5
US_AL_01119,2020-05-24,37.62,,,-61,-11,,,-28,
US_AL_01121,2020-05-24,37.01,,,-1,29,50,0,-13,3
US_AL_01123,2020-05-24,234.88,,,0,46,,,-12,10
US_AL_01125,2020-05-24,-9.53,,,-17,7,28,-3,-22,5
US_AL_01127,2020-05-24,32.22,,,5,21,,-6,-6,8
US_AL_01129,2020-05-15,,,,,-16,,,-22,
US_AL_01131,2020-05-15,,,,-61,-17,,,-33,
US_AL_01133,2020-05-24,176.83,,,-42,-12,,,-12,
US_AR,2020-05-24,21.08,,,-16,5,8,-13,-14,6
US_AR_05001,2020-05-24,-39.88,,,-11,8,,,-11,
US_AR_05003,2020-05-24,-14.32,,,-32,6,,,-9,
US_AR_05005,2020-05-24,130.84,,,-3,10,,,-7,10
US_AR_05007,2020-05-24,21.32,,,-18,3,63,-59,-17,7
US_AR_05009,2020-05-24,67.9,,,-3,13,,,-20,12
US_AR_05011,2020-05-15,,,,-40,-7,,,-30,
US_AR_05015,2020-05-24,356.15,,,-4,-3,,,-14,-1
US_AR_05017,2020-05-24,36.08,,,-22,4,,,-22,
US_AR_05019,2020-05-24,31.56,,,-12,5,,-14,-13,
US_AR_05021,2020-05-15,,,,-10,-2,,,-21,
US_AR_05023,2020-05-24,456.98,,,-8,27,,,-15,
US_AR_05025,2020-05-15,,,,,,,,-24,
US_AR_05027,2020-05-24,-7.7,,,-3,-6,,,-9,
US_AR_05029,2020-05-24,31.15,,,-12,2,,6,-4,
US_AR_05031,2020-05-24,-4.41,,,-23,5,-22,-28,-9,5
US_AR_05033,2020-05-24,44.16,,,2,4,,4,-15,13
US_AR_05035,2020-05-24,38.31,,,-10,7,,-5,-16,10
US_AR_05037,2020-05-24,11.71,,,-55,93,,,1,
US_AR_05039,2020-05-14,,,,-25,,,,-27,
US_AR_05041,2020-05-24,-32.95,,,-22,11,,,-23,
